objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237658206113169531,154.319549175325,46.8756904919071,18.91771,18.90322,19.10331,19.28146,19.50314,2964,301,6,185,7500978932377999360,STAR,-0.0003483227,6662,56364,850
1237658206113235050,154.326726436669,46.9555892233535,19.42358,19.34054,19.15762,19.04343,19.03538,2964,301,6,186,1062960056833697792,QSO,1.417206,944,52614,402
1237658206113300486,154.478560494996,47.0914929749964,18.99363,18.68098,18.62951,18.70646,18.69264,2964,301,6,187,982945573030094848,QSO,0.6678598,873,52674,127
1237658206113890335,156.378957854794,47.5358427619288,19.00895,18.06115,17.78691,17.66804,17.6382,2964,301,6,196,8315993582529173504,STAR,-0.0003222607,7386,56769,352
1237658206114152635,157.387532020175,47.7664482324981,19.47645,19.20136,19.2504,18.97894,18.88812,2964,301,6,200,1082135264760981504,QSO,0.5308462,961,52615,529
1237658206119329915,174.874573015167,50.7007133275968,19.54331,18.65026,18.41442,18.29724,18.29704,2964,301,6,279,7525701452133849088,STAR,0.0001197367,6684,56412,678
1237658206119592125,175.816779904876,50.8319394782554,19.23116,18.2914,17.96997,17.85569,17.81115,2964,301,6,283,1088890664554358784,STAR,-0.0006197029,967,52636,529
1237658206119592131,175.842528991074,50.7446717233973,19.14986,18.98209,18.78767,18.83952,18.97346,2964,301,6,283,1088889015286917120,QSO,1.175267,967,52636,523
1237658206119919680,177.066979180357,50.8598800752026,18.6226,17.68702,17.41747,17.32719,17.30177,2964,301,6,288,7524517278177843200,STAR,0.0001563558,6683,56416,466
1237658206120116256,177.759176744646,50.9820581554632,18.75123,17.32935,16.76801,16.55424,16.43891,2964,301,6,291,3572592635950505984,STAR,-0.0004629187,3173,54849,408
1237658206120247302,178.077788972449,50.9840492702312,19.05959,17.30894,16.59789,16.34144,16.21071,2964,301,6,293,3572593735462133760,STAR,-0.0001199153,3173,54849,412
1237658206121099338,181.235982867751,51.0899698888576,17.86446,16.30488,15.70486,15.47908,15.39057,2964,301,6,306,3258466006984583168,STAR,-2.642076E-05,2894,54539,406
1237658206121164931,181.537992077519,51.0393144786234,19.25163,17.25827,16.37451,16.03489,15.84807,2964,301,6,307,3286612679988373504,STAR,0.0001243475,2919,54537,403
1237658206121230387,181.778986640843,51.0923337750315,16.78492,15.7606,15.5771,15.51511,15.54251,2964,301,6,308,3258477002100860928,STAR,3.99075E-05,2894,54539,446
1237658206121295874,181.870886224085,51.0611386393038,18.94853,17.97243,17.69491,17.59604,17.58235,2964,301,6,309,3258476727222953984,STAR,-0.0005782833,2894,54539,445
1237658206121492482,182.572802456157,51.1669560737734,17.32123,15.79235,15.25935,15.08268,15.00388,2964,301,6,312,3258500916478765056,STAR,-8.046175E-05,2894,54539,533
1237658206121492533,182.731038414666,51.2152251046873,19.12511,18.85513,18.79596,18.70097,18.539,2964,301,6,312,1092213384952178688,QSO,0.8085571,970,52413,329
1237658206121623652,183.173559077722,51.1117215397506,19.35711,18.91588,18.95426,18.95642,19.05075,2964,301,6,314,3286667930447669248,STAR,-9.612771E-05,2919,54537,604
1237658206121951269,184.355171559291,51.1084438921955,18.8222,18.74766,18.63034,18.64652,17.93616,2964,301,6,319,1092268085655660544,QSO,0.3047417,970,52413,528
1237658206121951271,184.359191552795,51.1537123550608,18.28051,17.32202,17.00331,16.87219,16.84853,2964,301,6,319,9261861115679496192,STAR,-0.0002758657,8226,57423,758
1237658206123130911,188.603952080084,51.0165580471407,18.85344,17.90672,17.64708,17.52363,17.52034,2964,301,6,337,8352173569040734208,STAR,0.000158692,7418,57165,902
1237658206123261958,189.003663964284,51.0352324029735,18.61233,17.5418,17.52632,17.53004,17.59759,2964,301,6,339,1439011177504991232,STAR,-0.0007978305,1278,52735,404
1237658206123393103,189.5926490169,51.1150208094565,18.97973,18.95219,18.91088,18.5989,18.57619,2964,301,6,341,1439023547010803712,QSO,1.920912,1278,52735,449
1237658206123982897,191.697050439975,50.9830790410637,19.07802,18.03128,17.70681,17.57289,17.55316,2964,301,6,350,3262962185378228224,STAR,-0.0004052663,2898,54567,379
1237658206124048486,191.863744438925,50.9930160177657,19.57262,19.36035,19.39312,19.2608,19.10397,2964,301,6,351,1440138451818145792,QSO,2.011683,1279,52736,409
1237658206124113963,192.207642568378,50.9704456880945,17.96646,16.62473,16.15303,15.99339,15.93037,2964,301,6,352,3262972630738692096,STAR,-2.004236E-05,2898,54567,417
1237658206124179460,192.349913201373,50.9254509915355,17.83655,16.65593,16.1726,15.96364,15.90123,2964,301,6,353,3262973180494505984,STAR,-0.0003362057,2898,54567,419
1237658206124179519,192.427166632157,50.9585267329045,18.2238,16.37433,15.77481,15.59754,15.55851,2964,301,6,353,3262969881959622656,STAR,-2.35753E-05,2898,54567,407
1237658206124245029,192.622943112481,50.888150009976,17.9478,18.42453,18.97082,19.34102,19.58511,2964,301,6,354,7508856109379377152,STAR,-0.0003240568,6669,56413,835
1237658206124245107,192.699112453676,50.8670196838623,18.83234,17.90743,17.55497,17.40339,17.36968,2964,301,6,354,3262980052442179584,STAR,-0.0001333978,2898,54567,444
1237658206124245109,192.702955015328,50.8205243420251,19.14315,18.21353,17.91121,17.79361,17.75027,2964,301,6,354,8345331857886566400,STAR,-0.0006475665,7412,57162,588
1237653437619372120,348.675129774317,-9.35735898761366,19.42476,17.99346,17.23821,16.81963,16.53912,1854,301,4,88,817563073777788928,GALAXY,0.09877464,726,52226,581
1237653437618913473,347.653816305606,-9.32550123652533,18.57592,17.27612,16.67132,16.31675,16.12581,1854,301,4,81,817535311109187584,GALAXY,0.06452455,726,52226,480
1237653437619110035,348.144396160312,-9.19838388198063,18.6483,17.73136,17.33911,17.12068,16.97343,1854,301,4,84,817544656958023680,GALAXY,0.03247028,726,52226,514
1237653437618520118,346.742357802243,-9.28613898469471,16.0402,14.13117,13.28344,12.85892,12.51996,1854,301,4,75,817499027225470976,GALAXY,0.02376906,726,52226,348
1237653437618782228,347.251212667562,-9.32017098552939,19.24501,17.44403,16.60592,16.16807,15.87124,1854,301,4,79,816452017814792192,GALAXY,0.08107009,725,52258,635
1237653437618782387,347.37603908565,-9.16705138620766,18.38627,16.58743,15.93923,15.57184,15.30392,1854,301,4,79,817520742580119552,GALAXY,0.08499426,726,52226,427
1237653437619241053,348.44087400131,-9.36525538517239,18.82045,17.50337,16.88808,16.52744,16.31494,1854,301,4,86,817553178173138944,GALAXY,0.08166385,726,52226,545
1237653437619175502,348.165343307776,-9.3033792692892,19.4455,18.19562,17.53531,17.13488,16.91635,1854,301,4,85,817542183056861184,GALAXY,0.07111531,726,52226,505
1237653437618258001,346.147640393186,-9.15167495516963,17.99175,16.06978,15.1831,14.77151,14.4652,1854,301,4,71,816418207832238080,GALAXY,0.09099626,725,52258,512
1237653437618716730,347.190004576929,-9.19000095901682,17.75747,17.51318,16.92324,16.44986,16.60135,1854,301,4,78,816451193181071360,QSO,0.1929088,725,52258,632
1237653437619110017,348.118747321948,-9.24080501783712,18.68777,16.74269,15.78603,15.33771,14.98455,1854,301,4,84,817546306225465344,GALAXY,0.08328427,726,52226,520
1237671939801743443,244.420558796065,62.2335590416643,18.76185,17.47166,16.85384,16.58395,16.46318,6162,301,3,90,2871128395897399296,STAR,-0.0007115068,2550,54206,304
1237671939801874471,244.843245151257,62.4074389930735,18.34585,16.74716,16.15337,15.92706,15.86371,6162,301,3,92,2871129495409027072,STAR,-0.0008222606,2550,54206,308
1237671939802202132,246.333268161593,62.6610928159959,16.6162,15.62972,15.33587,15.24608,15.21497,6162,301,3,97,2882365679594399744,STAR,-0.0004815724,2560,54205,225
1237671939802333242,247.065152638956,62.7175195683682,15.565,14.4595,14.2344,14.17109,14.16196,6162,301,3,99,2871092112013682688,STAR,-0.000266264,2550,54206,172
1237671939802464290,247.629091873347,62.7558614907368,17.18526,15.67083,15.14695,14.96827,14.90193,6162,301,3,101,2871093486403217408,STAR,-7.275254E-05,2550,54206,177
1237671939802595556,248.389101300197,63.019270597864,18.08342,16.52197,15.91008,15.66302,15.55258,6162,301,3,103,2871198489763670016,STAR,-0.0006833501,2550,54206,559
1237671939802595547,248.457787938474,62.9109701359943,18.4494,17.27362,16.78936,16.55766,16.4598,6162,301,3,103,2871196840496228352,STAR,-0.0006763015,2550,54206,553
1237671939803447363,252.443015737668,63.5616535952036,18.82164,18.46784,18.37956,18.32746,18.20422,6162,301,3,116,393012213515839488,QSO,2.175903,349,51699,266
1237671939803775108,254.230018583499,63.7227238459338,18.45238,17.34138,16.95589,16.81272,16.75329,6162,301,3,121,393081207870482432,STAR,-0.0006174597,349,51699,517
1237671939805151323,261.030018287148,64.2615394871918,18.22329,16.51823,15.92931,15.73539,15.67551,6162,301,3,142,2872234510399858688,STAR,-1.097961E-05,2551,54552,232
1237671939805478973,262.863090082575,64.1884552416577,18.51657,17.10228,16.56215,16.35033,16.23314,6162,301,3,147,2872219117237069824,STAR,8.686886E-06,2551,54552,176
1237671939807969480,275.977002887181,64.2888826467475,18.94952,18.00047,17.69378,17.58051,17.53798,6162,301,3,185,2873395321143060480,STAR,-0.0008416745,2552,54632,359
1237671939807969556,276.026010506951,64.1062125343799,17.79916,16.75716,16.39169,16.24502,16.18088,6162,301,3,185,2873381852125620224,STAR,-0.001051185,2552,54632,310
1237671939808362763,278.0060483517,64.0411110454088,17.12686,15.52013,14.92943,14.70891,14.61885,6162,301,3,191,2873348317020973056,STAR,-0.0002336055,2552,54632,188
1237671939808690185,279.558335250122,63.9877288850719,16.52662,14.9275,14.26272,13.96248,13.82171,6162,301,3,196,2873337321904695296,STAR,-0.0001702121,2552,54632,148
1237671939808886924,280.613311570172,63.8522620124698,17.55076,16.24891,15.80775,15.65643,15.60185,6162,301,3,199,2873328525811673088,STAR,-0.0001115299,2552,54632,116
1237671939808952410,280.944410380002,63.8536266327874,17.05414,15.3938,14.82571,14.64987,14.59573,6162,301,3,200,2873315056794232832,STAR,-4.185986E-05,2552,54632,67
1237664874046554258,131.384298435798,23.7737850860187,17.7415,16.57889,16.52752,16.53995,16.62847,4517,301,2,134,3797828419060867072,STAR,-0.0002632188,3373,54940,611
1237670964848951559,140.914885391695,14.2215556768632,19.19192,17.9315,17.41359,17.15094,16.90799,5935,301,3,163,2747229921611900928,GALAXY,0.0323813,2440,53818,124
1237670964848951444,140.780244687118,14.2715748281553,19.38435,18.32219,17.76858,17.46501,17.29606,5935,301,3,163,2747242565995620352,GALAXY,0.1591167,2440,53818,170
1237670964846657818,135.634486900843,13.0065977641032,19.14206,17.92773,17.20408,16.84169,16.55254,5935,301,3,128,2739327456698722304,GALAXY,0.1287687,2433,53820,47
1237670964851638439,146.989492138043,15.720919303463,18.82145,17.65769,17.0912,16.74349,16.57409,5935,301,3,204,2908277593402796032,GALAXY,0.1164067,2583,54095,284
1237670961623793874,37.3624597500835,25.8398837271992,19.14688,17.611,16.95856,16.72603,16.58915,5934,301,5,103,2678619295587526656,STAR,8.094374E-05,2379,53762,376
1237670961624973584,38.6739175694524,28.1690224968979,19.27062,18.19868,17.68056,17.44718,17.33981,5934,301,5,121,3555701112768143360,STAR,-0.000213271,3158,54794,397
1237670961625104574,38.9255625533777,28.3998023007152,19.17046,18.06977,17.56798,17.34701,17.23985,5934,301,5,123,2749555667726526464,STAR,-0.0001477686,2442,54065,393
1237670961627005081,41.3235565311807,32.2680650639646,18.69057,17.28821,17.0702,16.9758,16.96243,5934,301,5,152,3614201729811324928,STAR,-0.0002183261,3210,54876,229
1237670961627660439,42.1051174763527,33.5863415458148,18.43713,17.24072,16.84389,16.6732,16.62135,5934,301,5,162,8167410526537930752,STAR,-0.0002900587,7254,56625,482
1237670961627725971,42.2230217669689,33.7033282104078,19.04108,18.05412,17.61663,17.44066,17.36084,5934,301,5,163,2677473604421052416,STAR,-0.001033563,2378,53759,304
1237664874046160966,130.47523877469,23.33186849525,17.79516,17.66539,17.49445,17.41709,17.5222,4517,301,2,128,10808707411407558656,QSO,1.189775,9600,58106,248
1237662336260899252,251.222250432056,23.3750009860714,19.29246,17.69279,16.92755,16.52092,16.22978,3926,301,3,182,1592079695476713472,GALAXY,0.05642192,1414,53135,208
1237662336252444828,233.778275805944,35.4307955817851,19.09807,17.19405,16.2845,15.8636,15.53667,3926,301,3,53,1577425954408523776,GALAXY,0.07678989,1401,53144,146
1237662336258867427,247.34355880236,26.5384941919017,19.55489,18.90068,18.54801,18.04188,18.14315,3926,301,3,151,1585292679825090560,GALAXY,0.1010637,1408,52822,93
1237658205044277414,170.52492827999,49.4181338701633,18.2472,16.80879,16.00903,15.59248,15.28286,2964,301,4,259,1086642709709481984,GALAXY,0.1070424,965,52438,543
1237654611217547356,195.026980157656,65.5338189012128,19.25086,19.17702,18.95824,18.92741,19.04803,2127,301,6,63,677880014489806848,QSO,1.190825,602,52072,321
1237654611217547325,195.371863102514,65.6248154375341,18.73858,17.46007,17.62722,17.75002,17.85735,2127,301,6,63,677891559361898496,STAR,-0.000317463,602,52072,363
1237654611217743925,196.189150951138,65.532146776953,19.302,19.17696,18.97937,18.94192,18.9906,2127,301,6,66,677907227402594304,QSO,1.179146,602,52072,420
1237654611218661428,201.245853039493,65.0988797465225,17.80488,16.82154,16.51234,16.39189,16.36835,2127,301,6,80,679032027529373696,STAR,-0.0006656029,603,52056,416
1237665127472300054,190.732213386279,34.1116203635609,18.99375,17.94749,17.60776,17.45342,17.37587,4576,301,2,480,2274337385716148224,STAR,-0.0004222027,2020,53431,71
1237665127472496760,191.322255942322,34.0755760734401,19.42746,19.19435,19.2416,19.06279,18.60738,4576,301,2,483,2274326390599870464,QSO,0.4060389,2020,53431,31
1237665127472562209,191.476380893583,34.1180141022712,17.67892,16.62812,16.30449,16.18436,16.16843,4576,301,2,484,2237279726295083008,STAR,-0.0001170312,1987,53765,424
1237665127473741929,194.739872417692,33.9736112879778,19.01746,17.93138,17.94431,17.97931,18.01421,4576,301,2,502,2258662473827641344,STAR,-0.000300314,2006,53476,390
1237665127474003980,195.40045089823,33.8440763701394,18.93754,17.97258,17.71409,17.5871,17.5683,4576,301,2,506,2258690236496242688,STAR,5.141103E-05,2006,53476,491
1237665127474462821,196.781413741885,33.7204768207846,18.8983,18.8135,18.69098,18.56846,18.66591,4576,301,2,513,2258730918426470400,QSO,1.44443,2006,53476,639
1237665127475576838,199.649778607651,33.3235623700389,18.74084,17.71055,17.30956,17.11736,17.0462,4576,301,2,530,3802294085704851456,STAR,0.0003616326,3377,54950,473
1237664853110620306,223.722452314076,30.7401230957579,19.57444,17.61433,16.61224,16.19776,15.81812,4512,301,3,165,2075052284030511104,GALAXY,0.1199718,1843,53816,68
1237664853112127500,227.422702941046,29.4138265438502,18.29782,16.35439,15.26025,14.79499,14.43218,4512,301,3,188,2077391225643624448,GALAXY,0.1345379,1845,54144,385
1237664853113110825,229.788788235546,28.3816286412917,18.17087,16.6674,15.86739,15.46867,15.15109,4512,301,3,203,2078519874816075776,GALAXY,0.1187044,1846,54173,395
1237664853113241794,229.993429046432,28.2913908321879,18.72694,16.80938,15.78282,15.36267,14.99972,4512,301,3,205,2078464074600966144,GALAXY,0.1180795,1846,54173,192
1237664853113504011,230.610641862028,28.0562118361752,18.96553,17.06098,16.16962,15.77956,15.45092,4512,301,3,209,2078444283391666176,GALAXY,0.07145655,1846,54173,120
1237664853113569524,230.858305012326,27.9632673223341,19.01827,17.70498,17.08489,16.75076,16.58051,4512,301,3,210,2079578429686048768,GALAXY,0.06846757,1847,54176,150
1237664853115994377,236.339983402333,25.4437113460832,16.84921,15.37385,14.58893,14.16039,13.85786,4512,301,3,247,2081807409096976384,GALAXY,0.03331639,1849,53846,67
1237664853113176496,229.967404148845,28.2785782592426,19.52908,17.98109,17.06302,16.59302,16.24003,4512,301,3,204,2079610315523254272,GALAXY,0.119312,1847,54176,266
1237664853110292654,223.009847079198,31.0087293278057,19.32039,17.4676,16.55562,16.17628,15.85921,4512,301,3,160,2075161685437474816,GALAXY,0.09205353,1843,53816,466
1237664853112717646,228.89653221542,28.8107422330519,19.15594,17.71631,17.01222,16.64611,16.36308,4512,301,3,197,2077315634219214848,GALAXY,0.07952224,1845,54144,110
1237664853113176111,229.84798111601,28.3182041367716,19.23742,17.20423,16.16112,15.71532,15.33,4512,301,3,204,2079609490889533440,GALAXY,0.1189154,1847,54176,263
1237664853113700517,231.131315456397,27.8740023393149,19.22996,17.37723,16.49069,16.04297,15.71766,4512,301,3,212,2078417620234692608,GALAXY,0.0732157,1846,54173,23
1237664853114159283,232.163943139999,27.435907875475,19.40644,18.1454,17.6614,17.26682,17.06125,4512,301,3,219,2079541321168611328,GALAXY,0.0714049,1847,54176,15
1237664853114683699,233.407626222823,26.8718394563507,17.47265,16.05179,15.29858,14.89144,14.58494,4512,301,3,227,2080690310886746112,GALAXY,0.07085247,1848,54180,99
1237664853115470040,235.184068396128,25.962523786001,19.23806,17.81189,17.05831,16.62641,16.33337,4512,301,3,239,2081843692980692992,GALAXY,0.08831435,1849,53846,199
1237664853118025980,240.766800954601,23.1118177605261,17.76554,16.28469,15.56946,15.19037,14.8485,4512,301,3,278,2085262069396957184,GALAXY,0.03304891,1852,53534,347
1237664853103804446,206.034762715169,35.4050044397869,19.34119,17.49328,16.70374,16.29881,16.03859,4512,301,3,61,2283414960207849472,GALAXY,0.05945864,2028,53818,327
1237664853113766045,231.38467437979,27.7856561402647,18.59843,17.30813,16.74146,16.19186,16.17321,4512,301,3,213,2079554240430237696,GALAXY,0.08633403,1847,54176,62
1237655474505449859,250.319229033053,40.4488430368458,19.312,18.20221,17.91853,17.76374,17.78868,2328,301,6,55,3858551148382363648,STAR,-0.0004162606,3427,54979,335
1237655474506236049,251.62811131434,39.0330816480794,17.91772,16.74925,16.3632,16.2225,16.37841,2328,301,6,67,3858500021091672064,STAR,-0.0001034954,3427,54979,149
1237655474512658626,261.138107489258,26.6878931987093,19.20073,18.89199,19.16409,19.37217,19.55825,2328,301,6,165,5647763342766659584,STAR,9.121403E-05,5016,55709,907
1237655474512724783,261.232910642342,26.5441083286298,19.58736,18.57143,18.21963,18.08356,18.06219,2328,301,6,166,5647763067888752640,STAR,-0.0005150605,5016,55709,906
1237655474507743368,254.07333136645,36.1254744581889,19.17669,18.79529,18.66742,18.58939,18.45176,2328,301,6,90,12072029507105871872,STAR,-0.001262719,10722,58281,475
1237673708250071391,122.808980361681,-8.78922491507669,16.12543,14.80959,14.34608,14.19687,14.15552,6574,301,1,22,3159298577461700608,STAR,2.999313E-05,2806,54425,85
1237673708250333470,123.289276165566,-8.50566942509207,18.90083,16.33608,15.09869,14.63135,14.36969,6574,301,1,26,3159277136984958976,STAR,0.000151211,2806,54425,7
1237673708252889206,128.293413826744,-5.55291989282671,18.08044,15.66898,14.6823,14.32961,14.15984,6574,301,1,65,3160413757264390144,STAR,2.861097E-05,2807,54433,46
1237673708261212222,144.593572980469,4.45770635942458,16.81289,15.6098,15.17614,15.04015,15.01108,6574,301,1,192,640805310256146432,STAR,-1.338534E-05,569,52264,612
1237673708259377213,140.991371030966,2.22191087926852,17.5599,16.60779,16.3218,16.20015,16.1668,6574,301,1,164,532721662357956608,GALAXY,0,473,51929,622
1237665530634764386,205.484625706458,25.1116969876006,19.48647,18.3133,17.44345,16.90418,16.63425,4670,301,1,59,2528793519078795264,QSO,0.08765896,2246,53767,81
1237665530635026513,206.070094932411,24.9049051592865,19.32697,17.88801,17.00801,16.584,16.28951,4670,301,1,63,2528776201770657792,GALAXY,0.1375021,2246,53767,18
1237665530643742889,227.009578117479,20.1520456310123,18.67522,16.829,15.9313,15.51058,15.15201,4670,301,1,196,2424097754469918720,GALAXY,0.06121095,2153,54212,128
1237665530644201804,228.101749906425,19.7552999006439,18.82811,17.50813,16.84331,16.44269,16.1601,4670,301,1,203,3144728946298349568,GALAXY,0.04907416,2793,54271,329
1237665530645971300,232.18750998569,18.5012005393495,19.41659,17.66766,16.74972,16.25651,15.87479,4670,301,1,230,3145924394778388480,GALAXY,0.05416922,2794,54537,582
1237665530637910139,213.123291306466,23.6892521911528,19.2841,17.46276,16.56537,16.07954,15.71174,4670,301,1,107,2395996979130820608,GALAXY,0.06025013,2128,53800,298
1237665530637975765,213.361363659428,23.730515920162,18.0655,16.55075,15.72021,15.33534,15.03902,4670,301,1,108,2395984059869194240,GALAXY,0.1157162,2128,53800,251
1237665530646298935,232.923658473412,18.3083798133462,19.02834,17.81957,16.9772,16.51456,16.14717,4670,301,1,235,2436504913086277632,GALAXY,0.1454197,2164,53886,209
1237665530649575744,240.234400839284,15.5264507974514,17.23126,15.464,14.64103,14.24383,13.94815,4670,301,1,285,2838542450232944640,GALAXY,0.03851794,2521,54538,541
1237665530650099864,241.361761865276,15.0253238753517,15.72414,13.95462,13.14217,12.72781,12.41403,4670,301,1,293,2841922349480044544,GALAXY,0.01565814,2524,54568,549
1237665530651410903,244.256957591012,13.9398302117429,18.45612,16.68511,15.80242,15.37122,15.05836,4670,301,1,313,2845320939938277376,GALAXY,0.06393755,2527,54569,625
1237665530633846963,203.216300171051,25.429885068867,19.59014,18.05412,17.2519,16.82404,16.52765,4670,301,1,45,2527679171442796544,GALAXY,0.07629565,2245,54208,123
1237665530649182920,239.340102897062,15.8273596317748,18.03379,17.03104,16.57342,16.37659,16.20867,4670,301,1,279,2838539976331782144,GALAXY,0.01617812,2521,54538,532
1237665530633781336,202.930498651103,25.4008202906193,19.41317,17.51933,16.56564,16.09956,15.78444,4670,301,1,44,2527701986309072896,GALAXY,0.07305844,2245,54208,206
1237662306739355931,245.687918558197,24.2126726724112,19.44504,18.02168,17.3868,17.02953,16.77913,3919,301,4,279,1771116748766996480,GALAXY,0.03831033,1573,53226,277
1237662306730901673,226.744901850232,34.3779412496289,19.53716,18.25011,17.64111,17.32292,17.15845,3919,301,4,150,1559492094521796608,GALAXY,0.1306511,1385,53108,439
1237662306732605717,231.022513393724,32.6138602999958,19.59641,17.85601,16.97029,16.572,16.22623,3919,301,4,176,1561751041328834560,GALAXY,0.07959694,1387,53118,465
1237650372088954929,171.807676934752,-1.34807886350528,18.23876,17.1268,16.66363,16.47946,16.40284,1140,301,6,126,3640080660368039936,STAR,0.000524933,3233,54891,168
1237650372095770638,187.31865417781,-1.32027151300304,17.74516,16.50788,15.96737,15.75508,15.64359,1140,301,6,230,376174022502672384,STAR,-2.597752E-05,334,51993,449
1237678598080626747,337.431981503918,2.93408455526982,18.51955,17.58089,17.29969,17.19081,17.12343,7712,301,5,179,12771209503464249344,STAR,-0.001246908,11343,58430,461
1237678598083969347,345.118306914037,3.08371608332057,19.49881,18.56419,18.20785,18.0655,18.00209,7712,301,5,230,4830339941258254336,STAR,-0.000288656,4290,55527,834
1237678598085017658,347.547525143083,3.18723123008838,18.90787,17.98462,17.69791,17.57287,17.57473,7712,301,5,246,12718262520944809984,STAR,-0.0007333827,11296,58425,353
1237678598086787228,351.604108802331,3.07247360588037,18.23172,17.28213,16.9667,16.84638,16.80779,7712,301,5,273,4823561457710159872,STAR,-0.0007965188,4284,55863,750
1237678598089670876,358.188306092637,3.11840646697396,19.36265,19.34971,19.50668,19.63066,19.93931,7712,301,5,317,4816793133001234432,QSO,0.02205117,4278,55505,703
1237678598089736278,358.328508192388,3.12349843817941,17.51173,16.51615,16.16146,16.00316,15.95275,7712,301,5,318,9841592089888184320,STAR,-0.0005149841,8741,57390,367
1237663306381066304,359.750085199931,29.3649194372934,18.00448,16.92911,16.62439,16.47038,16.36988,4152,301,2,97,3155987672116258816,STAR,-0.0001662392,2803,54368,328
1237665427568132229,232.194311527816,20.3923253656018,16.82514,15.93806,15.63844,15.51663,15.47553,4646,301,1,251,4440730197210454016,STAR,-0.0003002624,3944,55660,658
1237665427569180945,234.538434421157,19.5628356230902,19.47956,19.20439,18.92501,18.96838,18.85607,4646,301,1,267,2438754794559531008,QSO,0.9593173,2166,54232,202
1237665427575865656,249.02236538539,13.0678233211724,18.23575,18.55835,19.05185,19.39807,19.62433,4646,301,1,369,4588214283746433024,STAR,-0.0005762826,4075,55352,626
1237659326566367393,247.788291056568,39.4910381597036,17.89554,16.8854,16.57663,16.45656,16.41984,3225,301,5,240,1319565457346291712,STAR,-0.0003657877,1172,52759,39
1237659326566432925,247.972646907655,39.3994855690391,18.78948,18.27273,18.47294,18.65893,18.92103,3225,301,5,241,12079835214475712512,STAR,4.920921E-05,10729,58248,200
1237659326566826182,248.696706276632,38.6510276983051,19.00593,18.03399,17.75529,17.65718,17.63569,3225,301,5,247,12079807176929204224,STAR,-0.0009730179,10729,58248,98
1237659326566826110,248.725559148616,38.7887583067691,17.29035,16.32752,16.02835,15.90633,15.87655,3225,301,5,247,1320851061837162496,STAR,-0.0008269068,1173,52790,620
1237659326567743516,250.290322117113,37.1166509063978,18.61954,17.33855,16.82065,16.60739,16.51639,3225,301,5,261,2447844445257833472,STAR,-0.0003848897,2174,53521,502
1237659326567743849,250.322335024242,37.1046266907762,19.4244,18.2179,17.63731,17.39544,17.27744,3225,301,5,261,2539025845775866880,STAR,-0.0006984815,2255,53565,442
1237678600231583769,0.18602289667524,16.4142061614948,18.63735,17.65326,17.3392,17.20536,17.16406,7713,301,1,232,6949231351582447616,STAR,-0.0009041006,6172,56269,644
1237659326016651428,211.757340959619,57.3671517319637,19.55272,19.11287,19.02258,18.76605,18.67806,3225,301,4,44,1305060973320628224,QSO,0.5602362,1159,52669,520
1237659326021501111,228.321300364761,51.8528523726082,18.92801,18.75538,18.68256,18.48867,18.58049,3225,301,4,118,1311815273820481536,QSO,1.549922,1165,52703,516
1237659326027399203,243.11069124056,42.8531675876257,17.14274,17.46862,17.98959,18.36085,18.66816,3225,301,4,208,6805116710259283968,STAR,1.527115E-05,6044,56090,646
1237659326031003771,250.211678231512,36.6141623973838,16.76198,17.07645,17.61867,17.96982,18.32952,3225,301,4,263,5851477285744695296,STAR,-0.0007498745,5197,55828,638
1237659326031986819,251.900527004021,34.7625645960431,17.34957,16.32336,15.84889,15.69986,15.65203,3225,301,4,278,3892326496404086784,STAR,-0.0001939724,3457,54984,329
1237659326015471648,206.957747728859,58.3526165078297,17.03601,16.64157,16.70555,16.75216,16.84678,3225,301,4,26,9231360663208876032,QSO,0.6456663,8199,57428,390
1237659326016978978,212.917211142698,57.0982587034877,18.74999,17.83666,17.49481,17.37391,17.372,3225,301,4,49,9488177999167903744,STAR,-0.0001603775,8427,57846,798
1237659326016978982,213.064170123448,57.2649583069911,17.65005,16.17266,15.52679,15.25852,15.11052,3225,301,4,49,2755167582339229696,STAR,-0.0003772615,2447,54498,329
1237659326017372240,214.432729804256,56.7247336152407,17.58206,16.62959,16.35069,16.25784,16.24496,3225,301,4,55,2755204690856667136,STAR,-0.0007016605,2447,54498,464
1237659326017503318,214.974462168258,56.6557189207708,16.46983,15.21551,15.32947,15.42979,15.49808,3225,301,4,57,2755218434752014336,STAR,-0.0001814603,2447,54498,514
1237659326018224178,217.797087993346,55.9843122973115,17.16227,15.76884,15.23547,15.03693,14.96384,3225,301,4,68,3711078600376688640,STAR,-0.0002795012,3296,54909,409
1237659326020386867,224.956656986843,53.3191734978698,17.10901,17.07815,17.07064,17.20729,16.61271,3225,301,4,101,7557132091676448768,QSO,0.3390549,6712,56421,334
1237659326022221981,230.409352138892,50.8866447843738,19.32917,17.92731,17.37236,17.1468,17.03979,3225,301,4,129,3712112416721575936,STAR,8.709138E-05,3297,54941,74
1237659326025695359,239.393243562205,45.6259757102244,17.37274,16.17423,15.72922,15.5686,15.51798,3225,301,4,182,3888882826304659456,STAR,7.053877E-05,3454,55003,89
1237659326026285494,240.83839890621,44.6965314944401,19.52393,18.54975,18.2311,18.08734,18.07585,3225,301,4,191,3902539860149379072,STAR,-0.0005325382,3466,54998,621
