objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid,w1,w2
1237663462606962710,349.960251496791,0.6985726674929,18.72496,17.78008,17.49537,17.36968,17.33802,4188,301,5,43,10330256300014065664,GALAXY,0,9175,58049,453,16.20108,16.35584
1237663462607159365,350.477489413288,0.82003452533862,18.05351,17.00508,16.65367,16.49843,16.4559,4188,301,5,46,10360667961367484416,STAR,-5.529714E-05,9202,57713,498,15.18457,15.27025
1237663462607618080,351.480571151297,0.686102253419811,19.05058,18.96259,18.76848,18.72805,18.82304,4188,301,5,53,10360618208466327552,QSO,1.178002,9202,57713,317,15.0536,13.88954
1237663784741044414,15.4441668914369,0.580801199659394,18.81099,17.68449,17.31192,17.10447,16.95303,4263,301,5,219,445963595960838144,GALAXY,0.04200409,396,51816,390,14.90197,15.16731
1237663784741437671,16.4377131555318,0.558384807629949,19.57423,18.28592,17.67258,17.27352,17.05166,4263,301,5,225,781481225037572096,GALAXY,0.09032156,694,52209,388,14.38674,14.31619
1237663784741568661,16.6357487803542,0.553806307537537,19.42208,18.393,18.05409,17.82412,17.66354,4263,301,5,227,1218365578532644864,GALAXY,0.04732839,1082,52523,516,15.47236,15.3507
1237663784745500756,25.6355179551073,0.491382723884121,19.49315,18.47734,18.14582,17.83899,17.67497,4263,301,5,287,1212725085912197120,GALAXY,0.1164474,1077,52644,476,15.4744,15.42192
1237663784745894032,26.5988590480227,0.581408023845234,18.94625,17.96834,17.35714,17.02319,16.75832,4263,301,5,293,452707175266019328,GALAXY,0.1585282,402,51793,347,14.13876,13.69244
1237664285636296776,135.81977042319,9.38421562807553,19.19057,19.36049,19.75036,19.92167,19.88998,4380,301,2,138,5962825929378256896,STAR,0.0009316753,5296,55922,218,17.8724,16.58032
1237664669493362936,118.963389067879,19.824088253499,18.96255,16.71667,15.58836,15.04928,14.68361,4469,301,5,52,1782324066007410688,GALAXY,0.103812,1583,52941,89,11.89146,11.82621
1237664669496377695,125.115355924249,23.5982603950839,18.66371,17.72807,17.28325,16.93557,16.7984,4469,301,5,98,2168584431298701312,GALAXY,0.09619566,1926,53317,368,14.21114,14.00979
1237664669507125445,150.002347541225,35.3518807341369,17.80043,16.80133,16.41181,16.22717,16.09106,4469,301,5,262,2193409755777624064,GALAXY,0.01707024,1948,53388,570,14.06902,14.10671
1237664669508042932,152.412396737593,36.0517829877567,19.01081,17.77581,17.13378,16.72464,16.45409,4469,301,5,276,2200098634245105664,GALAXY,0.07736275,1954,53357,328,13.67988,13.5204
1237664669509943389,157.50382839679,37.5267384842646,18.35039,16.61611,15.84038,15.36982,15.04872,4469,301,5,305,5133063531105900544,GALAXY,0.04566617,4559,55597,312,12.15246,11.99581
1237664669510336690,158.737237658968,37.7361598235507,19.30451,17.73631,16.92437,16.44872,16.0365,4469,301,5,311,2249633283618924544,GALAXY,0.04285827,1998,53433,310,13.05458,13.08151
1237664669510598747,159.370699339223,37.9021192222211,19.26116,18.62906,18.23131,17.91843,17.93208,4469,301,5,315,2249646477758457856,GALAXY,0.2027602,1998,53433,358,14.95199,14.11604
1237664669511057570,160.664860797283,38.14535482203,18.37422,17.32467,16.79576,16.42593,16.23972,4469,301,5,322,2249682211886360576,GALAXY,0.142106,1998,53433,488,13.51247,13.13882
1237664669511385220,161.624088426371,38.4237021080591,19.5855,17.96057,17.05987,16.54246,16.14646,4469,301,5,327,2249702277973567488,GALAXY,0.04297615,1998,53433,561,12.899,12.6746
1237664669511385226,161.661268725066,38.3612201423158,18.79361,17.78273,17.52851,17.33929,17.24371,4469,301,5,327,2259771331270699008,GALAXY,0.03513722,2007,53474,328,14.93643,14.87424
1237664669515579501,173.640326511003,40.2107762953718,19.29937,17.36397,16.2801,15.76355,15.34546,4469,301,5,391,5241118036711462912,GALAXY,0.109417,4655,55620,196,12.61907,12.51234
1237664669517545623,179.615018818256,40.7164477359995,19.41449,18.16855,17.48962,17.12023,16.93728,4469,301,5,421,2224893996579186688,GALAXY,0.1261328,1976,53401,421,14.19178,13.99733
1237664669519118484,184.294280056804,40.8318783584037,18.34216,17.04378,16.47684,16.11512,15.91743,4469,301,5,445,2246331175020816384,GALAXY,0.07466657,1995,53415,585,13.23163,13.10925
1237664673790361783,197.581993261612,37.4510162945839,19.45724,18.05124,17.37396,16.96097,16.68481,4470,301,5,83,2287914436616284160,GALAXY,0.04341732,2032,53815,312,13.82893,13.76187
1237664673790492829,198.009152804426,37.2769439604671,19.44943,17.80085,16.94937,16.46203,16.09022,4470,301,5,85,2287894095651170304,GALAXY,0.0757008,2032,53815,238,13.04933,12.84562
1237664673795866720,212.7461258448,34.6399850382445,19.15048,17.73955,16.89709,16.49799,16.16581,4470,301,5,167,2070656980510337024,GALAXY,0.1375981,1839,53471,462,13.44943,13.21409
1237664869210980608,136.135810412687,33.3217436771431,19.1055,17.63935,17.00462,16.66203,16.46544,4516,301,1,77,1432198607720704000,GALAXY,0.0742991,1272,52989,196,13.96405,13.84523
1237664869214453973,145.313183922306,31.8476591552486,19.5985,18.07007,17.48996,17.1342,16.92104,4516,301,1,130,2187641442866849792,GALAXY,0.08368956,1943,53386,65,14.5342,14.52006
1237664871894679698,134.650209706313,35.6095499519363,18.28415,17.81253,17.3388,17.00806,16.79604,4516,301,6,67,1363580285635028992,QSO,0.1255778,1211,52964,420,13.5072,12.78593
1237664871895204045,136.116515231711,35.3527573305976,19.22351,18.19494,17.45815,17.03954,16.81792,4516,301,6,75,1363638559751301120,GALAXY,0.2018095,1211,52964,632,14.38559,13.91694
1237664871895335133,136.367521108129,35.2832690680621,19.33922,18.29016,17.71565,17.39797,17.18151,4516,301,6,77,1363637735117580288,GALAXY,0.1388232,1211,52964,629,14.67818,14.48919
1237664871895925108,138.117746033216,35.1608126704458,19.38514,17.67377,16.84782,16.45468,16.14145,4516,301,6,86,1433399274485344256,GALAXY,0.06170873,1273,52993,468,13.82534,13.8293
1237664871896580269,139.784475780116,34.8680496417741,18.7787,17.99018,17.75867,17.57802,17.42417,4516,301,6,96,1434475421524584448,GALAXY,0.03732015,1274,52995,287,15.44679,15.19936
1237665025982595120,195.484413223633,35.2488815371397,19.52567,19.44119,19.49867,19.25293,19.1057,4552,301,5,158,2286704974379378688,QSO,1.911328,2031,53848,8,15.48627,13.90389
1237665025983185092,197.173584885266,35.1175416198669,19.30175,19.25977,19.11842,19.12611,19.06732,4552,301,5,167,9987976397250123776,QSO,1.299947,8871,57519,430,15.57476,14.14224
1237665025983250525,197.395045683408,35.0679865007368,19.36255,18.38104,18.06365,17.95181,17.85364,4552,301,5,168,2269843962745350144,STAR,-0.0002958609,2016,53799,108,16.29452,16.25508
1237665025984692226,201.26560756077,34.6063359002638,19.2229,18.05363,17.99023,18.04987,18.10189,4552,301,5,190,2277703547611015168,STAR,0.0002391647,2023,53851,29,17.39167,17.12416
1237665025985413265,203.332059176955,34.3093320772416,19.59385,19.39445,19.24294,19.07249,19.15765,4552,301,5,201,2243967505720698880,QSO,1.487746,1993,53762,178,16.01794,14.69381
1237665025986658467,206.746480648475,33.6993685604109,18.46486,17.5982,17.23472,17.09179,17.03765,4552,301,5,220,11550737024077289472,STAR,-0.0001949006,10259,58190,472,15.71135,16.04566
1237665126931169404,178.980585055852,33.7547862957015,18.94628,17.68417,17.3006,17.09187,16.98095,4576,301,1,415,2363327734337267712,GALAXY,0.04824772,2099,53469,232,14.98961,15.83107
1237665126936805543,194.569444324955,33.5104909005226,19.23906,17.8952,17.37899,17.03865,16.85897,4576,301,1,501,2258619043118344192,GALAXY,0.09610648,2006,53476,232,14.42473,14.30534
1237665126939164893,200.908558244485,32.8844474407485,19.13875,17.65211,16.87938,16.49837,16.20874,4576,301,1,537,2377955638123718656,GALAXY,0.1313646,2112,53534,200,13.75486,13.61639
1237665126948274505,224.088979967277,27.3836682889757,18.93968,17.73566,17.36233,17.08586,17.01462,4576,301,1,676,2415179890534934528,GALAXY,0.05534364,2145,54212,453,14.70471,14.47806
1237665129611722882,168.27596196964,34.8211763002754,19.17116,18.07174,17.49638,17.13041,16.93872,4576,301,6,357,2290091463784032256,GALAXY,0.1175861,2034,53466,40,14.33208,14.04891
1237665129616900111,182.785552987947,35.9281243663955,18.72589,17.6474,17.27697,16.99367,16.87035,4576,301,6,436,2370070489444935680,GALAXY,0.08007278,2105,53472,186,14.51599,14.308
1237665129617358908,184.016181748146,35.8994737130492,18.62024,17.27171,16.63917,16.27805,16.03314,4576,301,6,443,2370038603607730176,GALAXY,0.08811614,2105,53472,70,13.60772,13.45971
1237665129621094572,194.588183201439,35.6615462594597,17.34151,16.25565,15.76625,15.48293,15.26535,4576,301,6,500,2286730812902631424,GALAXY,0.03758981,2031,53848,102,12.6876,12.54988
1237665129625944177,207.850921691092,33.7277068316433,19.59507,18.13398,17.10703,16.62787,16.23478,4576,301,6,574,2283327274155534336,GALAXY,0.1694302,2028,53818,8,13.35638,13.13969
1237665180592439338,208.40654731672,31.0063579163253,19.42229,18.30463,17.70827,17.3981,17.23377,4588,301,5,21,2383603839103166464,GALAXY,0.1283413,2117,54115,268,14.74869,14.42473
1237665180592635914,208.83289980275,30.9602651646462,18.1169,16.72268,16.07694,15.69277,15.44931,4588,301,5,24,2383557934492706816,GALAXY,0.07795006,2117,54115,101,12.77992,12.66778
1237665180594405519,213.479817926528,29.9682624970973,18.81526,16.86241,15.95772,15.54076,15.24129,4588,301,5,51,2393785036512978944,GALAXY,0.06640781,2126,53794,443,12.73221,12.70378
1237665180594995229,214.979531220859,29.7297795156172,19.27563,17.85836,17.13578,16.75192,16.49019,4588,301,5,60,2397075882498877440,GALAXY,0.114041,2129,54252,127,13.86312,13.75978
1237665180595191833,215.53372720956,29.6237406338235,17.9762,16.08861,15.21276,14.80363,14.50224,4588,301,5,63,2398279291751131136,GALAXY,0.06026016,2130,53881,409,11.93604,11.88698
1237665180595454008,216.190612059353,29.4601831883559,16.69684,14.93622,14.09436,13.64463,13.31243,4588,301,5,67,2398322722460428288,GALAXY,0.05390688,2130,53881,567,10.76308,10.70601
1237665180596043986,217.623384459782,28.9184932403972,19.36295,17.38669,16.47858,16.04677,15.72653,4588,301,5,76,2402782616416708608,GALAXY,0.07334167,2134,53876,408,13.1864,13.19567
1237665180596830257,219.64685746394,28.459355229408,16.92442,15.53229,14.77196,14.56498,14.15867,4588,301,5,88,2406174065569064960,GALAXY,0.04678162,2137,54206,458,11.35666,11.25832
1237665180598075560,222.593830128959,27.4723561047508,18.59369,16.62531,15.56534,15.08496,14.76227,4588,301,5,107,2411841223410083840,GALAXY,0.1254935,2142,54208,595,12.03812,11.92128
1237665180598468722,223.530110195848,27.2896752532401,18.64352,16.73718,15.81896,15.3519,15.00325,4588,301,5,113,2415157350546565120,GALAXY,0.0605357,2145,54212,371,12.45278,12.43458
1237665180599713806,226.488637893033,26.1941229818683,18.60624,17.53934,17.13038,16.78178,16.66496,4588,301,5,132,2421828092809996288,GALAXY,0.05855126,2151,54523,63,14.18461,14.01469
1237666302168924236,56.5504480753865,1.1210916694456,17.92085,16.09665,15.22353,14.76663,14.43068,4849,301,6,832,1398456518533212160,GALAXY,0.03798838,1242,52901,323,11.76733,11.69065
1237666302169251890,57.2486721685707,1.17127966466054,18.006,16.54144,15.98515,15.4351,15.50959,4849,301,6,837,1721618929341720576,GALAXY,0.01375321,1529,52930,429,13.04849,13.03795
1237667211041440128,124.682267624304,15.5547164571112,18.52064,17.21825,16.57274,16.1761,15.9189,5061,301,3,70,2555967948070086656,GALAXY,0.1054055,2270,53714,637,13.25968,13.23029
1237667211041571221,124.950215166311,15.8268153439004,19.17546,17.38373,16.4078,15.98386,15.61225,5061,301,3,72,2554678495758280704,GALAXY,0.1181719,2269,53711,42,13.08543,12.86964
1237667211041636767,125.108639684512,15.8924693248366,18.40301,16.8438,15.92754,15.47503,15.13823,5061,301,3,73,2554668600153630720,GALAXY,0.1503395,2269,53711,6,12.58775,12.35598
1237667211041767459,125.371584099325,15.8755093779357,19.04119,17.0453,16.06616,15.6426,15.30268,5061,301,3,75,2558174118134441984,GALAXY,0.08950023,2272,53713,471,12.71078,12.64003
1237667211041767519,125.461625489287,15.8552844399556,19.0517,17.99688,17.5085,17.17201,16.99304,5061,301,3,75,2558172193989093376,GALAXY,0.1258553,2272,53713,464,14.57183,14.48746
1237667211041833405,125.472701076457,16.032449049261,19.42213,17.46874,16.49905,16.08144,15.71669,5061,301,3,76,2558166421553047552,GALAXY,0.09399127,2272,53713,443,13.18897,13.09929
1237667211043930457,130.127356714598,18.1080592920329,18.96467,17.59374,16.84282,16.43448,16.15121,5061,301,3,108,2564925394373339136,GALAXY,0.08018189,2278,53711,456,13.35313,13.08259
1237667211043995971,130.225544533201,18.1190260984602,18.99833,16.97715,15.94365,15.52497,15.15154,5061,301,3,109,2564944360948918272,GALAXY,0.1146639,2278,53711,525,12.5287,12.38397
1237667211044061205,130.291479065154,18.2135257812403,18.87237,17.51424,16.74013,16.33014,16.03037,5061,301,3,110,2566021332537993216,GALAXY,0.115611,2279,53708,347,13.20025,12.93855
1237667211044061489,130.389239120601,18.1810261804174,19.48275,17.86535,16.91437,16.51693,16.18785,5061,301,3,110,2564954806309382144,GALAXY,0.1336732,2278,53711,563,13.6775,13.47564
1237667211044192417,130.652382379334,18.2040961265651,18.93841,17.03698,16.05004,15.64216,15.29298,5061,301,3,112,2566033976921712640,GALAXY,0.1059236,2279,53708,393,12.74771,12.63015
1237667211044716731,131.815370320735,18.7764363131278,19.25689,18.0409,17.48346,17.09426,16.92162,5061,301,3,120,2566047171061245952,GALAXY,0.07814385,2279,53708,441,14.53444,14.48236
1237667211045896371,134.402354798578,19.8584291578269,19.23563,18.06386,17.42486,17.02137,16.87156,5061,301,3,138,2570541974947915776,GALAXY,0.123665,2283,53729,409,14.03752,13.7903
1237667211046158588,135.07344804235,20.1235584944383,18.90757,17.11699,16.20699,15.7459,15.41207,5061,301,3,142,2570574685418842112,GALAXY,0.07025869,2283,53729,528,12.63059,12.56288
1237667211046289613,135.390331493201,20.1239467548682,19.55784,18.15767,17.44523,17.04704,16.8038,5061,301,3,144,2572800921100642304,GALAXY,0.0904844,2285,53700,435,14.04516,13.95715
1237667211046420799,135.661399623005,20.2527531265351,18.81717,17.52518,17.19553,17.00933,16.92282,5061,301,3,146,2572795698420410368,GALAXY,0.03049134,2285,53700,416,14.83169,14.95478
1237667211046551650,135.836670333576,20.4173652015597,18.77519,17.60769,17.14617,16.88842,16.78778,5061,301,3,148,2572805594025060352,GALAXY,0.03007296,2285,53700,452,14.55336,14.64176
1237667211046813960,136.562185024599,20.6153942617809,19.40626,17.53557,16.65956,16.21408,15.86315,5061,301,3,152,2572836655228545024,GALAXY,0.06265856,2285,53700,565,13.11374,12.79196
1237667211047207121,137.392001850655,20.8186186483946,19.56673,17.67865,16.79698,16.4136,16.08104,5061,301,3,158,2573932593443530752,GALAXY,0.06642273,2286,53700,456,13.56246,13.54002
1237667211048059051,139.397499361039,21.5895730315484,18.49019,16.64759,15.7547,15.32316,14.99295,5061,301,3,171,2576203909571831808,GALAXY,0.0862489,2288,53699,527,12.51023,12.45721
1237667211048386690,140.083578443617,21.998384794228,19.48878,18.2241,17.70412,17.43957,17.1971,5061,301,3,176,2578363076000638976,GALAXY,0.03334013,2290,53727,190,14.94044,15.11104
1237667211048452234,140.235556736102,21.9861635710009,18.68736,16.92126,16.12122,15.73331,15.46856,5061,301,3,177,2578362801122732032,GALAXY,0.02740831,2290,53727,189,13.14643,13.08665
1237667211049238696,142.109902513563,22.6544148610452,19.55647,17.04908,15.79155,15.41149,15.21708,5061,301,3,189,2581754244788938752,STAR,7.222254E-05,2293,53730,239,13.12861,13.19166
1237667211050090769,144.114332824176,23.3191252856941,18.06098,17.16074,16.87258,16.71988,16.5912,5061,301,3,202,2585145963366606848,GALAXY,0.0284106,2296,53735,290,14.27337,14.19954
1237667211050156089,144.221198383432,23.2129558913848,17.08702,15.95912,15.4094,15.13077,14.89833,5061,301,3,203,2581695146038945792,GALAXY,0.0283182,2293,53730,24,12.40659,12.267
1237667211050418327,144.83752064731,23.5742094843288,17.36576,16.1589,15.74792,15.59301,15.59007,5061,301,3,207,2585130845081724928,GALAXY,0.01843715,2296,53735,235,13.21306,13.34635
1237667211051401370,147.228396089483,24.1059887572082,18.95547,18.72213,18.2318,18.01214,17.51236,5061,301,3,222,10833513218766559232,QSO,0.3016134,9622,58130,379,13.96726,13.13765
1237667211051663596,147.811482850436,24.3160723568911,19.27082,17.48745,16.57532,16.11709,15.78642,5061,301,3,226,2635781497532999680,GALAXY,0.1058761,2341,53738,181,13.08362,12.8305
1237667211053236359,151.595604286626,25.2976469155411,17.77079,16.85425,16.5291,16.33533,16.17076,5061,301,3,250,2639118240478947328,GALAXY,0.03922652,2344,53740,32,13.887,13.80448
1237667211053433026,152.077538118586,25.6102609138004,19.11884,17.96502,17.48539,17.17018,17.02646,5061,301,3,253,2642538546560264192,GALAXY,0.117144,2347,53757,187,14.55071,14.36251
1237667211053498580,152.221818081447,25.5855124773521,19.57715,18.13188,17.35708,16.94037,16.67299,5061,301,3,254,2642531399734683648,GALAXY,0.1157079,2347,53757,161,14.13601,13.9049
1237667211055202503,156.428243049034,26.5392003663755,18.9791,17.43568,16.60476,16.16945,15.86963,5061,301,3,280,2645873915217340416,GALAXY,0.1169319,2350,53765,33,13.25183,13.06111
1237667211055202534,156.491478253322,26.4741235348363,19.53559,18.22292,17.48128,17.0699,16.79184,5061,301,3,280,2649312913197656064,GALAXY,0.1072581,2353,53794,256,13.9583,13.68524
1237667211057496300,162.136951970331,27.7659632618673,19.36494,17.9923,17.45751,17.24753,17.22926,5061,301,3,315,2654915749625227264,GALAXY,0.08360225,2358,53797,159,14.89439,14.67512
1237667211057692870,162.672157378321,27.7039307392271,17.70187,16.77681,16.45194,16.26192,16.12735,5061,301,3,318,2654889361346160640,GALAXY,0.03175487,2358,53797,63,13.74164,13.66845
1237667211057758340,162.80088463166,27.8859783368615,18.046,16.96218,16.64668,16.41526,16.28537,5061,301,3,319,2655036695904282624,GALAXY,0.06277151,2358,53797,599,13.86577,13.79272
1237667211059134520,166.308935901065,28.2610693312474,19.11968,17.36655,16.59116,16.24835,15.99597,5061,301,3,340,2489408188256905216,GALAXY,0.06589862,2211,53786,158,13.59181,13.42148
1237667211059462264,167.093520279995,28.5549866726167,18.18344,17.05501,16.58248,16.25809,16.07766,5061,301,3,345,2491689674985203712,GALAXY,0.07517447,2213,53792,266,13.41055,13.23353
1237667211059593309,167.5554434724,28.474016226229,18.66216,16.90379,16.10279,15.72264,15.4129,5061,301,3,347,2489371904373188608,GALAXY,0.03691864,2211,53786,26,13.07482,13.14249
1237667211059658976,167.631558605861,28.5120180720885,19.25441,17.5021,16.7376,16.37659,16.09866,5061,301,3,348,2489373553640630272,GALAXY,0.03480256,2211,53786,32,13.94278,13.9687
1237667211059921003,168.400496844215,28.6275346662894,19.37374,17.34495,16.37403,15.91761,15.552,5061,301,3,352,2491647343787534336,GALAXY,0.06371918,2213,53792,112,13.23122,13.18653
1237667211061100785,171.382933727766,29.0531466303019,19.06872,17.67688,17.02561,16.60979,16.36445,5061,301,3,370,2496171284413573120,QSO,0.1379088,2217,53794,186,11.20386,9.566681
1237667211061559470,172.675478660209,29.1267297389097,19.51438,18.04904,17.27533,16.90684,16.62399,5061,301,3,377,2496140223210088448,GALAXY,0.141477,2217,53794,73,13.83682,13.59815
1237667211062542469,175.130096223643,29.3651039695404,18.77499,17.48887,16.71772,16.31269,16.02707,5061,301,3,392,2501835693525854208,GALAXY,0.1044091,2222,53799,313,13.24467,13.13571
1237667211063197782,176.826065152001,29.5290005534974,19.35181,18.0756,17.66068,17.46595,17.29106,5061,301,3,402,2501792262816557056,GALAXY,0.04673985,2222,53799,155,14.80293,14.53181
1237667211063197843,176.924469419993,29.3775724789231,18.79378,17.05426,16.20881,15.72241,15.35679,5061,301,3,402,7209261454981355520,GALAXY,0.05458283,6403,56357,452,12.53783,12.35554
1237667735027777691,141.668698820298,16.7351369507922,18.70179,17.80254,17.38782,17.27426,17.18794,5183,301,3,75,2666192340225386496,GALAXY,0.008245571,2368,53758,223,14.78876,15.17239
1237667735028564165,143.52848249793,17.175017604524,19.03923,17.82605,17.24667,16.88603,16.68269,5183,301,3,87,2666306964312582144,GALAXY,0.07344505,2368,53758,640,14.18629,14.04998
1237667735030530146,148.158244379703,18.1560435591963,19.02237,17.14911,16.29712,15.88799,15.58892,5183,301,3,117,2668415003081598976,GALAXY,0.07003929,2370,53764,117,13.09927,13.03424
1237667735031578704,150.569088922207,18.6789756773793,19.33453,17.36819,16.43343,15.99984,15.6731,5183,301,3,133,2670721228787968000,GALAXY,0.07945429,2372,53768,315,13.10562,13.03349
1237667735032103006,151.792410629653,18.9505919364299,16.8142,15.44981,14.78803,14.44124,14.1873,5183,301,3,141,2670689617828669440,GALAXY,0.03084458,2372,53768,200,11.48406,11.39343
1237667735032299692,152.242811377331,19.1987335714487,18.92637,17.77028,17.15616,16.75068,16.57272,5183,301,3,144,2670786649729820672,GALAXY,0.1171747,2372,53768,553,13.74654,13.41954
1237667735032430709,152.656443837451,19.1793263099659,19.58364,18.27233,17.62948,17.12794,16.90161,5183,301,3,146,2671824863584348160,GALAXY,0.1144993,2373,53768,234,13.55709,13.12063
1237667735033741497,155.681565817041,19.8144494785821,19.13155,17.95544,17.44916,17.24615,17.13923,5183,301,3,166,2674088758059493376,GALAXY,0.03939538,2375,53770,278,14.86146,14.76073
1237667735034069013,156.476282737039,19.784499101838,19.04481,18.76121,18.4753,18.31607,18.18632,5183,301,3,171,2674063194414147584,QSO,0.419059,2375,53770,185,13.95015,12.95111
1237667735034527911,157.662039976091,20.0844198428282,18.76246,17.07433,16.26267,15.87547,15.59645,5183,301,3,178,2675211634309359616,GALAXY,0.08091179,2376,53770,267,12.86297,12.84413
1237667735034658957,157.911332099962,20.1282529521081,18.97653,17.0976,16.13177,15.68398,15.31283,5183,301,3,180,2675212733820987392,GALAXY,0.08786151,2376,53770,271,12.61558,12.50196
1237667735034855775,158.420766712466,20.2355003799237,19.49471,17.80384,17.32179,17.0434,17.06888,5183,301,3,183,2675189644076804096,GALAXY,0.04662939,2376,53770,187,14.71262,14.62648
1237667735035183203,159.158492033716,20.3046598001628,19.04679,17.76332,17.06712,16.69044,16.47493,5183,301,3,188,2675169852867504128,GALAXY,0.1043704,2376,53770,115,13.74891,13.6787
1237667735035248703,159.276183710627,20.2840954834551,19.40394,18.13713,17.58644,17.23091,17.06822,5183,301,3,189,2675160232140761088,GALAXY,0.08795691,2376,53770,80,14.67195,14.53148
1237667735035642114,160.338736655779,20.4849498737436,18.95621,17.83909,17.47955,17.3169,17.18073,5183,301,3,195,2790054529805084672,GALAXY,0.0326231,2478,54097,271,14.90552,14.86689
1237667735037149329,163.936628382876,21.0447933763931,18.54469,17.51593,17.07328,16.76489,16.65097,5183,301,3,218,2796889369749776384,GALAXY,0.1096732,2484,54144,560,13.94517,13.60847
1237667735037280413,164.231983438775,21.0297640293546,18.86042,17.75519,17.30002,16.9792,16.81246,5183,301,3,220,2796898715598612480,GALAXY,0.07746357,2484,54144,594,14.35821,14.19364
1237667735037345945,164.33922230065,21.1751041566474,18.9754,17.21196,16.37798,16.01678,15.72305,5183,301,3,221,2801325624373831680,GALAXY,0.05822391,2488,54149,315,13.34933,13.33776
1237667735037476885,164.677520658217,21.1684534815918,19.42294,17.84097,16.99394,16.61008,16.30956,5183,301,3,223,2801314629257553920,GALAXY,0.07803093,2488,54149,275,13.83439,13.76593
1237667735042785471,177.783087731586,22.2999191453372,18.86397,18.01499,17.74474,17.53831,17.53208,5183,301,3,304,2827283165280757760,GALAXY,0.1077086,2511,53882,540,15.21548,14.71418
1237667735047372926,189.019510793681,22.2562844351907,19.53284,17.73973,16.80109,16.30295,15.89214,5183,301,3,374,2980300284657428480,GALAXY,0.0625244,2647,54495,157,13.26252,13.20481
1237667735047438528,189.26087628904,22.2636897194118,19.00496,16.9018,15.9142,15.4577,15.05455,5183,301,3,375,2980278019546966016,GALAXY,0.06183059,2647,54495,76,12.48137,12.49017
1237667735048552582,191.937567888043,22.1694115643969,18.67694,17.39264,16.73569,16.3385,16.11505,5183,301,3,392,2981401170506967040,GALAXY,0.08622753,2648,54485,66,13.16275,12.95752
1237667735051108373,198.233158283418,21.7895798255117,17.83743,16.34114,15.85324,15.75895,15.94861,5183,301,3,431,2984813230334961664,GALAXY,0.01049344,2651,54507,191,13.45948,13.53231
1237667735051632804,199.617830424317,21.8044478051058,18.11687,16.78914,16.0858,15.68813,15.39362,5183,301,3,439,2985984210235320320,GALAXY,0.06322581,2652,54508,355,12.5521,12.38781
1237667735053795500,204.814358881752,21.1181794403889,19.12323,17.32465,16.29755,15.75051,15.32871,5183,301,3,472,2988258820267993088,GALAXY,0.1130775,2654,54231,438,12.24741,12.11766
1237667735054123122,205.565266777905,21.0297516937845,17.3266,15.80513,15.11384,14.75176,14.44784,5183,301,3,477,2988168935192422400,GALAXY,0.03328349,2654,54231,111,11.88916,11.77654
1237667735054319811,206.099583562904,20.9918874974145,19.34617,18.13427,17.59425,17.27565,17.07309,5183,301,3,480,2988159314465679360,GALAXY,0.05163182,2654,54231,76,14.64885,14.57485
1237667735054385306,206.29481500914,20.991924549351,18.62868,17.51548,16.96006,16.6045,16.39219,5183,301,3,481,2988147219837773824,GALAXY,0.1242305,2654,54231,32,13.77497,13.51759
1237667735054909553,207.471761689419,20.9094147071472,18.35616,17.2253,16.82031,16.52638,16.39455,5183,301,3,489,3117663097486075904,GALAXY,0.05584296,2769,54527,168,14.23975,14.2199
1237667735058645131,216.382332423884,19.2654749686381,18.91307,17.59501,17.04372,16.68605,16.46122,5183,301,3,546,3123331080044701696,GALAXY,0.05489231,2774,54534,308,13.80361,13.68268
1237667735060283651,220.362326619282,18.6157180312124,18.18474,16.36674,15.50227,15.0801,14.7049,5183,301,3,571,3125563638740445184,GALAXY,0.05898494,2776,54554,238,12.16614,12.12119
1237667735063036101,226.710576995533,17.032417121888,17.91677,16.00072,15.11452,14.65998,14.28787,5183,301,3,613,3128904504586561536,GALAXY,0.04655758,2779,54540,104,11.6589,11.65181
1237667736102633480,144.065484965841,18.0836027924489,19.31086,19.29296,19.23825,19.06726,18.92763,5183,301,5,92,6492017033005520896,QSO,1.940902,5766,56248,284,16.04715,14.79008
1237667781766676604,198.937222856165,21.2380396083527,18.93093,17.56023,16.83487,16.45854,16.20167,5194,301,2,550,2984787941567522816,GALAXY,0.08728185,2651,54507,99,13.37579,13.1841
1237667781767790746,201.539563944969,21.0060759976432,19.06395,17.96154,17.38879,17.42089,16.83453,5194,301,2,567,2985898173450446848,GALAXY,0.09099627,2652,54508,42,14.13536,13.8834
1237668349210001643,215.665338724646,14.7690638158362,18.4989,17.37694,16.89384,16.61107,16.43898,5326,301,3,104,3091764920778254336,GALAXY,0.06875469,2746,54232,159,13.94799,13.79471
1237668350821531856,218.053073844281,15.813020235003,19.57493,19.26685,19.27938,19.15017,19.04607,5326,301,6,118,6154376524839802880,QSO,1.877857,5466,56033,755,16.39423,15.08323
1237668733067592859,302.452190753449,-10.4661834177631,19.30048,18.25133,17.91568,17.7653,17.72961,5415,301,6,26,2593113864254023680,STAR,3.35191E-05,2303,54629,605,16.31028,17.0802
1237668733067723098,302.814977679164,-10.5156005792506,18.37466,17.14127,17.01894,16.96464,16.94684,5415,301,6,28,2593113314498209792,STAR,0.0003111643,2303,54629,603,16.00685,16.89149
1237668733068968241,305.412279368526,-11.7914383996894,18.24387,16.94937,16.40108,16.21132,16.0957,5415,301,6,47,3532091298511167488,STAR,1.153271E-05,3137,54730,521,14.60756,14.81482
